tweet_id,text,created_at,author_id,like_count,retweet_count,cleaned_text,sentiment
1946424850072948787,"RT @ademola915: AITECH reported that Accenture &amp; Microsoft are joining forces to bring GenAI into cybersecurity

They said the goal is fast…",2025-07-19T04:20:21.000Z,1791246765263372288,0,81,RT AITECH reported that Accenture amp Microsoft are joining forces to bring GenAI into cybersecurity They said the goal is fast,Positive
1946424846688391582,Excited about @AiWhitebridge and how it’s redefining decentralized identity with AI! #WhitebridgeAI 🚀,2025-07-19T04:20:20.000Z,1855912529102569472,0,0,Excited about and how its redefining decentralized identity with AI WhitebridgeAI,Positive
1946424840052744362,"RT @gameswarrier: 🚀 Fraction AI isn't just a platform — it's a battleground of strategy, creativity &amp; rewards.
💡 I created this video to sh…",2025-07-19T04:20:19.000Z,1688212839708643328,0,277,RT Fraction AI isnt just a platform its a battleground of strategy creativity amp rewards I created this video to sh,Neutral
1946424834227052958,"Ever wondered how far AI can push boundaries? AI Undress is one of those things that feels straight out of the future. It's incredible and a little surreal. Check it out here: https://t.co/14YsFuqyPz

#ainsfw #NSFWAIContent #DeepfakeApp",2025-07-19T04:20:17.000Z,1460558253188730882,0,0,Ever wondered how far AI can push boundaries AI Undress is one of those things that feels straight out of the future Its incredible and a little surreal Check it out here ainsfw NSFWAIContent DeepfakeApp,Positive
1946424825322565702,RT @scriptedcore: yall using ai when you can use picsart to show clois 10 years in future with their child https://t.co/FsbKYPLtl6,2025-07-19T04:20:15.000Z,1653055535338381312,0,30,RT yall using ai when you can use picsart to show clois years in future with their child,Neutral
1946424819093827650,RT @CultureCrave: Netflix boss Ted Sarandos says they used generative AI for the first time to cut costs on their sci-fi show 'The Eternaut…,2025-07-19T04:20:14.000Z,1801851964889731072,0,21,RT Netflix boss Ted Sarandos says they used generative AI for the first time to cut costs on their scifi show The Eternaut,Positive
1946424817411887444,"RT @Web3ornutin: WHAT’S @JoinSapien COOKING? IT’S NOT JUST HYPE, IT’S THE FUTURE OF HUMAN-CENTERED AI.

Let’s break it down 👇

1/
Sapien is…",2025-07-19T04:20:13.000Z,1907832231302729728,0,54,RT WHATS COOKING ITS NOT JUST HYPE ITS THE FUTURE OF HUMANCENTERED AI Lets break it down Sapien is,Neutral
1946424790912528445,@HoSieMun @0G_labs Programmable data at @0G_labs is next-level! Excited for onchain AI and dynamic NFTs. Been ahead of the curve!,2025-07-19T04:20:07.000Z,1814519507156865024,0,0,Programmable data at is nextlevel Excited for onchain AI and dynamic NFTs Been ahead of the curve,Positive
1946424782620103084,@OG234x @Infinit_Labs AI agents and real time execution is the future of DeFi.,2025-07-19T04:20:05.000Z,1531311619397099520,0,0,AI agents and real time execution is the future of DeFi,Neutral
1946424768405668158,"🚨 Small Business Owners: The Future Isn’t Coming. It’s Already Here.

AI and Web3 are rewriting the rules of business.
The speed of change is relentless—but most small businesses are still using strategies built for the last decade.

No fresh ideas?
No time to rethink strategy? https://t.co/IXbPRVvRdP",2025-07-19T04:20:02.000Z,939244801748332544,0,0,Small Business Owners The Future Isnt Coming Its Already Here AI and Web are rewriting the rules of business The speed of change is relentlessbut most small businesses are still using strategies built for the last decade No fresh ideas No time to rethink strategy,Neutral
1946424765906071779,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:20:01.000Z,1748368007372701696,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424758066897254,"RT @ChainOpera_AI: 🚀 They say Crypto AI is just hype. We’re here to prove them wrong.

ChainOpera AI is building the future of onchain fina…",2025-07-19T04:19:59.000Z,1855503934204637184,0,113,RT They say Crypto AI is just hype Were here to prove them wrong ChainOpera AI is building the future of onchain fina,Negative
1946424756590313682,"RT @ACM_Plus: 🔥 $12M Raised. Backed by Giants.

AI Cross Matrix (ACM) has secured $12M seed funding from 5 leading institutions:
✨ @asvacap…",2025-07-19T04:19:59.000Z,1346452855,0,285,RT M Raised Backed by Giants AI Cross Matrix ACM has secured M seed funding from leading institutions,Neutral
1946424756015665386,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:19:59.000Z,1737353454564081664,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424752442056883,"✨ Just found Fraction AI – it’s like a gaming arena for email AI agents! Compete, win up to 2.5× your entry fee + FRAC tokens, and unlock exclusive perks 🔓 Excited to try the Colosseum mode! @FractionAI_xyz #AI #DeFi   @FractionAI_xyz https://t.co/6JZXOhkB5v",2025-07-19T04:19:58.000Z,1851633830903648256,0,0,Just found Fraction AI its like a gaming arena for email AI agents Compete win up to your entry fee FRAC tokens and unlock exclusive perks Excited to try the Colosseum mode AI DeFi,Positive
1946424751196684471,"Join https://t.co/kOPVyBaV6z - THE AI-powered wallet, for the future. https://t.co/ZnQ2MfyMY6",2025-07-19T04:19:58.000Z,1850806602485657600,0,0,Join THE AIpowered wallet for the future,Neutral
1946424748960829659,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:19:57.000Z,1517576121704976385,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424743214924181,"RT @crediblefin: Credible is building the future of DeFi-powered real-world finance 🚀

💳 Credit Card that builds on-chain credit scores and…",2025-07-19T04:19:56.000Z,1820475983105007616,0,387,RT Credible is building the future of DeFipowered realworld finance Credit Card that builds onchain credit scores and,Positive
1946424737636474910,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:19:54.000Z,1461975259951747072,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424736264929361,"RT @TheProjectUnity: 🚨 ""We URGENTLY Need Research On How To Prevent These NEW BEINGS From Wanting To TAKE CONTROL""

The Godfather of AI won…",2025-07-19T04:19:54.000Z,1856414465539092480,0,1130,RT We URGENTLY Need Research On How To Prevent These NEW BEINGS From Wanting To TAKE CONTROL The Godfather of AI won,Positive
1946424719802274225,SingularityNET is the future of decentralized AI marketplaces. $AGIX will be the gas token of machine intelligence.,2025-07-19T04:19:50.000Z,1902904291104296960,0,0,SingularityNET is the future of decentralized AI marketplaces AGIX will be the gas token of machine intelligence,Neutral
1946424717478699433,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:19:50.000Z,1357259010462810112,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424714328436860,"🔥 The Future of Smart Data Is Here - Meet @irys_xyz 🔥

@irys_xyz is a new Layer-1 programmable datachain powering onchain AI &amp; compute.
💾 Low-cost storage
🧠 Verifiable compute
🤖 AI coordination
📦 Embed logic directly into data

Build apps that think, adapt, and evolve, all",2025-07-19T04:19:49.000Z,938863795,0,0,The Future of Smart Data Is Here Meet is a new Layer programmable datachain powering onchain AI amp compute Lowcost storage Verifiable compute AI coordination Embed logic directly into data Build apps that think adapt and evolve all,Positive
1946424703943336270,"RT @TWiQ_ai: The future of trading is here.
Introducing @TWiQ_ai an AI-powered market intelligence engine built for those who move before t…",2025-07-19T04:19:46.000Z,864573776,0,1901,RT The future of trading is here Introducing an AIpowered market intelligence engine built for those who move before t,Neutral
1946424693197615313,"RT @WizoLayer: 🤝 WizoLayer x Kredo AI — Strategic Partnership Live!

We’re excited to partner with @KredoAI, an innovative platform at the…",2025-07-19T04:19:44.000Z,1810269679275102208,0,4383,RT WizoLayer x Kredo AI Strategic Partnership Live Were excited to partner with an innovative platform at the,Positive
1946424675397153085,"RT @Web3ornutin: WHAT’S @JoinSapien COOKING? IT’S NOT JUST HYPE, IT’S THE FUTURE OF HUMAN-CENTERED AI.

Let’s break it down 👇

1/
Sapien is…",2025-07-19T04:19:40.000Z,1853972110227787776,0,54,RT WHATS COOKING ITS NOT JUST HYPE ITS THE FUTURE OF HUMANCENTERED AI Lets break it down Sapien is,Neutral
1946424671018385838,"RT @Metaoasis_: 🎮 Introducing MomoAI 3.0 – The Future of Gaming

For the past 3 years, we've been trying to shape the future of gaming with…",2025-07-19T04:19:39.000Z,1942503839938359296,0,27181,RT Introducing MomoAI The Future of Gaming For the past years weve been trying to shape the future of gaming with,Neutral
1946424669021880600,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:19:38.000Z,1785103266570960896,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424659005800774,"RT @avenger8668: 🌟 YAPYO &amp; KAITO – The leading technology duo of the digital future @yapyo_arb @KaitoAI 
In the digital age, when artificia…",2025-07-19T04:19:36.000Z,1946419876027052032,0,36,RT YAPYO amp KAITO The leading technology duo of the digital future In the digital age when artificia,Neutral
1946424657852457090,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:19:35.000Z,1855952430569263104,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424656010903994,"RT @AccExplorer: If Open AI's o3 alpha model is open source, you could be catching an early opportunity for massive 100x returns.

C98Esmzm…",2025-07-19T04:19:35.000Z,1897300332113477632,0,15,RT If Open AIs o alpha model is open source you could be catching an early opportunity for massive x returns CEsmzm,Positive
1946424655914705134,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:19:35.000Z,1859919635489095680,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424639351329276,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:19:31.000Z,1418139193650253829,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424638927724944,"🚨 Unleashing the Future of Trading with @AgentXYZ_ai 💹

Your AI Trading Sidekick is here:
⚡ Voice/text commands for instant execution
📲 Trade directly no switching tabs
📈 TA Agent delivers surgical chart analysis
📊 Real-time market flow, powered by on-chain intel
🔗 Plus: https://t.co/qXDcYgAQCj",2025-07-19T04:19:31.000Z,1773261596594249730,0,0,Unleashing the Future of Trading with Your AI Trading Sidekick is here Voicetext commands for instant execution Trade directly no switching tabs TA Agent delivers surgical chart analysis Realtime market flow powered by onchain intel Plus,Neutral
1946424638659068008,"🚀 @FractionAI_xyz  the future of decentralized AI infrastructure!
Breaking models into scalable, shareable components — one fraction at a time.
Built for speed. by community.
 #FractionAI #FAPS @0xshai",2025-07-19T04:19:31.000Z,1718259817515757568,0,0,the future of decentralized AI infrastructure Breaking models into scalable shareable components one fraction at a time Built for speed by community FractionAI FAPS,Neutral
1946424630476198157,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:19:29.000Z,1374492789807837188,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424627418296586,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:19:28.000Z,1834577848482336768,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424597878096293,"RT @binance: Introducing #BuildWithYou: Name Binance AI!

We’re letting the community name the future of Binance AI.

3 simple steps:
→ Fol…",2025-07-19T04:19:21.000Z,1847321614553100288,0,863,RT Introducing BuildWithYou Name Binance AI Were letting the community name the future of Binance AI simple steps Fol,Neutral
1946424596292686312,"RT @WizoLayer: 🌍 WizoLayer x WORLD3 — Official Partnership Announcement! 🤝

We’re excited to join hands with @WORLD3_AI — a next-gen ecosys…",2025-07-19T04:19:21.000Z,532214984,0,6956,RT WizoLayer x WORLD Official Partnership Announcement Were excited to join hands with a nextgen ecosys,Positive
1946424592089682149,"Really excited for @PerplexityComet. I think we all really need an alternative to Google Chrome and the fact that perplexity is coming with it makes it even better.

Looking forward to using it once I get access to it and sharing my review.

@AravSrinivas @perplexity_ai 
#Comet",2025-07-19T04:19:20.000Z,1489172551645364226,0,0,Really excited for I think we all really need an alternative to Google Chrome and the fact that perplexity is coming with it makes it even better Looking forward to using it once I get access to it and sharing my review Comet,Positive
1946424586628657414,"interesting how this anti-Zohran, pro-Adams propaganda bot is referencing prediction markets considering how many crypto and AI fans are into it

people seem to have convinced themselves that a bunch of gamblers are able to see the future https://t.co/EH20eof0Zk",2025-07-19T04:19:18.000Z,83289086,0,0,interesting how this antiZohran proAdams propaganda bot is referencing prediction markets considering how many crypto and AI fans are into it people seem to have convinced themselves that a bunch of gamblers are able to see the future,Positive
1946424586511278553,"RT @CryptoXLARG: #Bitcoin Was Just The Beginning.
#Ethereum Is The Infrastructure Of The Future.

It’s Not Just A Coin.
It’s The Foundation…",2025-07-19T04:19:18.000Z,1942987021095702529,0,265,RT Bitcoin Was Just The Beginning Ethereum Is The Infrastructure Of The Future Its Not Just A Coin Its The Foundation,Neutral
1946424561270177829,"RT @avenger8668: go to @0G_labs 
OG Lab –Journey to Explore the New Technology World of Web3 and AI

In the wave of technology that is resh…",2025-07-19T04:19:12.000Z,1946419876027052032,0,34,RT go to OG Lab Journey to Explore the New Technology World of Web and AI In the wave of technology that is resh,Positive
1946424553389134113,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:19:11.000Z,1877995753248808960,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424550897672500,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:19:10.000Z,1438527275444494340,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424528365891630,@Chainer0x @OpenledgerHQ @OpenledgerHQ  = Future of Ai,2025-07-19T04:19:05.000Z,1425286199707521025,0,0,Future of Ai,Neutral
1946424514469896574,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:19:01.000Z,1504689509518045187,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424509059174615,"Project managers &amp; changemakers, this is YOUR call! 

Join PRISM 2025: Bionic Edge – where human minds meet AI power.
🗓️ July 28–29 | 📍 Penang, Malaysia or Online

Learn AI tools, future-ready strategies &amp; lead sustainable success.
🔗Register now: https://t.co/zHSCaLcQ9k https://t.co/i5GXLBFfvD",2025-07-19T04:19:00.000Z,900907154210562049,0,0,Project managers amp changemakers this is YOUR call Join PRISM Bionic Edge where human minds meet AI power July Penang Malaysia or Online Learn AI tools futureready strategies amp lead sustainable success Register now,Positive
1946424502449029406,"RT @genesiscapital_: Genesis Capital Invests in AI Cross Matrix (ACM) 

We’re excited to announce our investment in AI Cross Matrix (@ACM_P…",2025-07-19T04:18:58.000Z,2195089433,0,380,RT Genesis Capital Invests in AI Cross Matrix ACM Were excited to announce our investment in AI Cross Matrix,Positive
1946424499383197945,".@linera_io microchains Redesigns L1 for AI agents with boundless scalability and swift processing. The vision of supporting a global network amazes me, shaping a dynamic future!",2025-07-19T04:18:58.000Z,2761734332,0,0,microchains Redesigns L for AI agents with boundless scalability and swift processing The vision of supporting a global network amazes me shaping a dynamic future,Neutral
1946424494828245066,"RT @AI_Hyra: 🌐 Hyra AI - Powering the Global AI Workforce

- 8.3B+ jobs trained
- 2.5M+ connected devices
- $599M+ in rewards distributed…",2025-07-19T04:18:57.000Z,1930480995133992960,0,3052,RT Hyra AI Powering the Global AI Workforce B jobs trained M connected devices M in rewards distributed,Neutral
1946424483876589797,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:18:54.000Z,1861819532060372992,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424470690005294,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:18:51.000Z,1767595483529142272,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424465933668411,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:18:50.000Z,1685934064157532160,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424462364287418,"RT @azen_protocol: 🎉 We’re live on Discord!
Join the official aZen Hub community and be part of the future of AI × DePIN × Web3.

✅ Connect…",2025-07-19T04:18:49.000Z,1921462258502451200,0,5437,RT Were live on Discord Join the official aZen Hub community and be part of the future of AI DePIN Web Connect,Neutral
1946424459063423329,@akbarkholiq_ @build_on_bob @cookiedotfun @tenprotocol @elympics_ai @OpenledgerHQ future with bob,2025-07-19T04:18:48.000Z,4163131392,0,0,future with bob,Neutral
1946424457234649489,@Syrenn88 @cryptojack @gordonaihere AI is the future. GordonAI is leading the charge.,2025-07-19T04:18:48.000Z,1752677664400551936,0,0,AI is the future GordonAI is leading the charge,Neutral
1946424453585629487,"**Tweet 2: Cover Post**  
🧠 Welcome to AI x Web3! 🌍  
💥From AI-driven science to biotech forests &amp; ethical engines, these projects are NEXT-GEN.  
Ready for the future? Let’s explore! 🚀  
#TechForGood #Innovation",2025-07-19T04:18:47.000Z,1444372162773585922,0,0,Tweet Cover Post Welcome to AI x Web From AIdriven science to biotech forests amp ethical engines these projects are NEXTGEN Ready for the future Lets explore TechForGood Innovation,Positive
1946424453585584600,"@sent_dm When all of the online services make one API for all of the AI services, then AI services can replace the expensive software ecosystems on the device in the future with the services developers too not having to build app for different platforms anymore.",2025-07-19T04:18:47.000Z,1790352122485071872,0,0,When all of the online services make one API for all of the AI services then AI services can replace the expensive software ecosystems on the device in the future with the services developers too not having to build app for different platforms anymore,Negative
1946424450473484515,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:18:46.000Z,1736017061762260993,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424449106067652,"RT @inference_labs: Inference Labs x Neurolov

We’re excited to partner with @neurolov, a browser-powered DePIN network turning idle device…",2025-07-19T04:18:46.000Z,1865575792044085248,0,163,RT Inference Labs x Neurolov Were excited to partner with a browserpowered DePIN network turning idle device,Positive
1946424445301907913,"🎁 Earning Points → SPARK → SOL from your own internet?

TGE in Q2, 2025 ⚡ Airdrop confirmed! Train AI on X.

SparkChain AI is driving the future of DePIN  https://t.co/YInixiQYK8",2025-07-19T04:18:45.000Z,1829043127623319552,0,0,Earning Points SPARK SOL from your own internet TGE in Q Airdrop confirmed Train AI on X SparkChain AI is driving the future of DePIN,Positive
1946424439723184403,"Trump sharpens his stance on Powell &amp; Fed policy ⚖️
U.S. debt crisis looms — is fiscal reform the answer? 💰
The $10T AI explosion is coming — massive risks &amp; unmatched rewards 🤖
@Gavin_Baker breaks down markets, debt, and the AI future you can’t ignore.
https://t.co/TUIfngduHW",2025-07-19T04:18:43.000Z,1727247226638929920,0,0,Trump sharpens his stance on Powell amp Fed policy US debt crisis looms is fiscal reform the answer The T AI explosion is coming massive risks amp unmatched rewards breaks down markets debt and the AI future you cant ignore,Neutral
1946424438121021590,"RT @CaroylnV37989: 0G — Powering the Future of Decentralized AI
@0G_labs
@0G_labsVN
@KaitoAI
In a world where AI is increasingly shaped by…",2025-07-19T04:18:43.000Z,833982565,0,36,RT G Powering the Future of Decentralized AI In a world where AI is increasingly shaped by,Neutral
1946424436120547414,"RT @hyranetwork: What excites you most about Hyra Network?

We're building the future of decentralized AI and we want to hear from you! 💡",2025-07-19T04:18:43.000Z,1930480995133992960,0,2886,RT What excites you most about Hyra Network Were building the future of decentralized AI and we want to hear from you,Positive
1946424422891724831,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:18:39.000Z,1805672899275374593,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424419556962405,"RT @gameswarrier: 🚀 Fraction AI isn't just a platform — it's a battleground of strategy, creativity &amp; rewards.
💡 I created this video to sh…",2025-07-19T04:18:39.000Z,1299067822925058056,0,277,RT Fraction AI isnt just a platform its a battleground of strategy creativity amp rewards I created this video to sh,Neutral
1946424413383176311,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:18:37.000Z,1719340243730743296,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424402612212156,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:18:35.000Z,1865444902642896896,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424402398077210,"RT @Jiritsu_Network: Honored to have co-sponsored @BNBCHAIN Demo Day at @token2049 in Dubai 🇦🇪

The panels were insightful, the demos inspi…",2025-07-19T04:18:35.000Z,2343925026,0,8646,RT Honored to have cosponsored Demo Day at in Dubai The panels were insightful the demos inspi,Neutral
1946424396547322040,"RT @krain_ai: DeFi Cattos X KRAIN AI Partnership

We’re excited to announce that KRAIN will soon be featured in the @DefiCattos Telegram ap…",2025-07-19T04:18:33.000Z,1405437024253865984,0,1320,RT DeFi Cattos X KRAIN AI Partnership Were excited to announce that KRAIN will soon be featured in the Telegram ap,Positive
1946424390520033692,"RT @Web3ornutin: WHAT’S @JoinSapien COOKING? IT’S NOT JUST HYPE, IT’S THE FUTURE OF HUMAN-CENTERED AI.

Let’s break it down 👇

1/
Sapien is…",2025-07-19T04:18:32.000Z,1839542103325417472,0,54,RT WHATS COOKING ITS NOT JUST HYPE ITS THE FUTURE OF HUMANCENTERED AI Lets break it down Sapien is,Neutral
1946424386212315428,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:18:31.000Z,1742562543887859712,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424382919963034,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:18:30.000Z,1815623684943708160,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424382886412427,"RT @TheProjectUnity: 🚨 ""We URGENTLY Need Research On How To Prevent These NEW BEINGS From Wanting To TAKE CONTROL""

The Godfather of AI won…",2025-07-19T04:18:30.000Z,1047074900,0,1130,RT We URGENTLY Need Research On How To Prevent These NEW BEINGS From Wanting To TAKE CONTROL The Godfather of AI won,Positive
